NM_URNA_CANDIDATO,SG_PARTIDO,IDEOLOGIA_PARTIDO,SG_UF,DS_GENERO,DS_COR_RACA,NR_IDADE_DATA_POSSE,VR_BEM_CANDIDATO,AGRUPAMENTO_BENS,DS_GRAU_INSTRUCAO,DS_OCUPACAO,ST_REELEICAO,NM_EMAIL,NR_CANDIDATO
MAZINHO DOS ANJOS,PSDB,Centro,ES,MASCULINO,BRANCA,41.0,71919.0,BENS_G4,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,45123
ALEXANDRE ARARUNA,PSDB,Centro,PB,MASCULINO,BRANCA,47.0,6246182.0,BENS_G1,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,45010
FLAVIA CUIDADORA,DC,Direita,RJ,FEMININO,PRETA,45.0,nan,nan,ENSINO MÉDIO COMPLETO,TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO),N,NÃO DIVULGÁVEL,27004
SANDRA FRASSON,PV,Esquerda,ES,FEMININO,BRANCA,61.0,0.0,BENS_G4,SUPERIOR COMPLETO,ECONOMISTA,N,NÃO DIVULGÁVEL,43122
ENES CANDIDO,PMN,Esquerda,MG,MASCULINO,PARDA,39.0,405519.0,BENS_G2,SUPERIOR COMPLETO,ENFERMEIRO,N,NÃO DIVULGÁVEL,33500
LETÍCIA SANTIAGO,PDT,Esquerda,MG,FEMININO,BRANCA,36.0,86686.0,BENS_G3,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,12012
CEZAR,PDT,Esquerda,SP,MASCULINO,BRANCA,70.0,906220.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,12222
PROF VAL BARRETO,AVANTE,Centro,RO,FEMININO,PARDA,37.0,83000.0,BENS_G3,SUPERIOR COMPLETO,PROFESSOR DE ENSINO FUNDAMENTAL,N,NÃO DIVULGÁVEL,70234
DANY ADEODATO,PDT,Esquerda,BA,FEMININO,PARDA,46.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,12007
ADRIANA A TROMBETA,PL,Direita,RN,FEMININO,BRANCA,46.0,32000.0,BENS_G4,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,22000
MARCOS LAMA,MDB,Centro,SP,MASCULINO,PARDA,50.0,nan,nan,SUPERIOR COMPLETO,"PORTEIRO DE EDIFÍCIO, ASCENSORISTA, GARAGISTA E ZELADOR",N,NÃO DIVULGÁVEL,15256
CORONEL AMADEU,PMB,Direita,AM,MASCULINO,PARDA,53.0,480000.0,BENS_G2,SUPERIOR COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,35111
FRANCISCO OLIVEIRA,MDB,Centro,GO,MASCULINO,BRANCA,60.0,1573431.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,15789
ANDREA ROSENO,PDT,Esquerda,RJ,FEMININO,PRETA,53.0,nan,nan,ENSINO MÉDIO COMPLETO,ALFAIATE E COSTUREIRO,N,NÃO DIVULGÁVEL,12019
DELEGADO SIDNEY LEITE,PTB,Direita,AP,MASCULINO,BRANCA,46.0,180000.0,BENS_G3,SUPERIOR COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,14000
MÁRCIO VICTOR,PSDB,Centro,MG,MASCULINO,BRANCA,59.0,1382036.0,BENS_G1,SUPERIOR COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,45240
ISABEL GUIMARÃES,PSB,Esquerda,BA,FEMININO,PRETA,57.0,770000.0,BENS_G1,SUPERIOR COMPLETO,SERVIDOR PÚBLICO CIVIL APOSENTADO,N,NÃO DIVULGÁVEL,40272
LEANDRO FOX,DC,Direita,GO,MASCULINO,BRANCA,30.0,25000.0,BENS_G4,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,27900
ROSARIA NASCIMENTO,PT,Esquerda,PR,FEMININO,PARDA,66.0,nan,nan,SUPERIOR COMPLETO,SERVIDOR PÚBLICO FEDERAL,N,NÃO DIVULGÁVEL,13010
BRUNO SUCESSO,SOLIDARIEDADE,Centro,SP,MASCULINO,BRANCA,35.0,80000.0,BENS_G3,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,77550
CAMILA SANGREGORIO,UNIÃO,Direita,SP,FEMININO,PARDA,33.0,217143.0,BENS_G3,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,44127
TONINHO CAMPANHA,PSB,Esquerda,SP,MASCULINO,BRANCA,80.0,733691.0,BENS_G2,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,40128
SUB FRANÇA,PRTB,Direita,RJ,MASCULINO,PARDA,47.0,nan,nan,ENSINO MÉDIO COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,28006
MÁTULA ACS,MDB,Centro,RO,FEMININO,BRANCA,59.0,3000.0,BENS_G4,ENSINO MÉDIO COMPLETO,SERVIDOR PÚBLICO MUNICIPAL,N,NÃO DIVULGÁVEL,15121
BARTOLOMEU PONDÉ BARTOLA,PSC,Direita,BA,MASCULINO,BRANCA,67.0,nan,nan,SUPERIOR COMPLETO,PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL,N,NÃO DIVULGÁVEL,20170
JOSIAS ROCHA,DC,Direita,PR,MASCULINO,BRANCA,41.0,64393.0,BENS_G4,ENSINO FUNDAMENTAL INCOMPLETO,TAXISTA,N,NÃO DIVULGÁVEL,27222
DÉBORA CHEMIN,MDB,Centro,PR,FEMININO,BRANCA,50.0,895000.0,BENS_G1,SUPERIOR COMPLETO,SERVIDOR PÚBLICO MUNICIPAL,N,NÃO DIVULGÁVEL,15555
GIGLIANI MUNIZ,PATRIOTA,Direita,RO,FEMININO,BRANCA,42.0,nan,nan,SUPERIOR COMPLETO,PEDAGOGO,N,NÃO DIVULGÁVEL,51800
ADRIANA OKABE,PL,Direita,SP,FEMININO,BRANCA,58.0,300840.0,BENS_G2,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,22058
ANGELO CORONEL FILHO,PSD,Direita,BA,MASCULINO,PARDA,41.0,3867600.0,BENS_G1,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,55255
MARCUS CUNHA,PDT,Esquerda,RS,MASCULINO,BRANCA,56.0,919538.0,BENS_G1,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,12600
ROMMEL CARDOZO,PRTB,Direita,RJ,MASCULINO,PARDA,57.0,616000.0,BENS_G2,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,28070
SEVERO EULÁLIO,MDB,Centro,PI,MASCULINO,BRANCA,39.0,901458.0,BENS_G1,SUPERIOR COMPLETO,ADVOGADO,S,NÃO DIVULGÁVEL,15101
TATIANA MELO,PTB,Direita,SC,FEMININO,INDÍGENA,52.0,387000.0,BENS_G2,SUPERIOR COMPLETO,BOMBEIRO CIVIL,N,NÃO DIVULGÁVEL,14193
LÍVIA DUARTE,PSOL,Esquerda,PA,FEMININO,PRETA,35.0,38000.0,BENS_G4,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,50123
PROFESSOR RAZOUK,PODE,Direita,PR,MASCULINO,BRANCA,70.0,6035000.0,BENS_G1,SUPERIOR COMPLETO,PROFESSOR DE ENSINO SUPERIOR,N,NÃO DIVULGÁVEL,19777
WELINGTON FORMIGA,PSC,Direita,SP,MASCULINO,BRANCA,36.0,100000.0,BENS_G3,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,20200
DR EDUARDO NÓBREGA,PODE,Direita,SP,MASCULINO,BRANCA,46.0,778934.0,BENS_G1,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,19714
CABO SANDRA MORETTI,MDB,Centro,SP,FEMININO,BRANCA,54.0,341150.0,BENS_G2,SUPERIOR COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,15190
GILSINEI DE FREITAS MOREIRA,DC,Direita,RJ,MASCULINO,PRETA,56.0,nan,nan,ENSINO MÉDIO COMPLETO,MÚSICO,N,NÃO DIVULGÁVEL,27011
PAULO ARAUJO,PP,Direita,MT,MASCULINO,BRANCA,45.0,1061208.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,N,NÃO DIVULGÁVEL,11456
MÁRCIA GAMA,UNIÃO,Direita,AM,FEMININO,PARDA,42.0,292162.0,BENS_G2,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,44567
GILDA BEATRIZ,PSD,Direita,RJ,FEMININO,BRANCA,57.0,208228.0,BENS_G3,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,55100
HERIALDO FURTADO,AGIR,Direita,CE,MASCULINO,PARDA,64.0,nan,nan,ENSINO FUNDAMENTAL INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,36622
GIOVANNA ALMEIDA,UP,Esquerda,RJ,FEMININO,PRETA,23.0,180.0,BENS_G4,SUPERIOR INCOMPLETO,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",N,NÃO DIVULGÁVEL,80000
JOJÓ GUERRA,PL,Direita,PE,MASCULINO,PARDA,54.0,30.0,BENS_G4,ENSINO MÉDIO INCOMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,22522
DANI SOBRINHO,DC,Direita,ES,FEMININO,BRANCA,25.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,27900
DAVID AVANTE,AVANTE,Centro,SP,MASCULINO,BRANCA,35.0,6230738.0,BENS_G1,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,70270
ANTÔNIO CARLOS GURU,PTB,Direita,RR,MASCULINO,PARDA,61.0,nan,nan,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,14777
PROF JOSEMAR,PSOL,Esquerda,RJ,MASCULINO,PRETA,47.0,564680.0,BENS_G2,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,50500
DURBEM CARRETEIRO,MDB,Centro,BA,MASCULINO,PARDA,51.0,nan,nan,ENSINO MÉDIO COMPLETO,MOTORISTA DE VEÍCULOS DE TRANSPORTE DE CARGA,N,NÃO DIVULGÁVEL,15900
DIRETORA ANA LÚCIA,PSC,Direita,GO,FEMININO,BRANCA,49.0,164000.0,BENS_G3,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,20623
CIDO,PSD,Direita,MG,MASCULINO,BRANCA,40.0,620000.0,BENS_G2,ENSINO MÉDIO COMPLETO,"TÉCNICO DE OBRAS CIVIS, ESTRADAS, SANEAMENTO E ASSEMELHADOS",N,NÃO DIVULGÁVEL,55355
MAZONE,PL,Direita,PA,MASCULINO,BRANCA,50.0,169800.0,BENS_G3,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,22333
PASTOR ELIAS MARTINS,PTB,Direita,PA,MASCULINO,BRANCA,54.0,965000.0,BENS_G1,ENSINO FUNDAMENTAL COMPLETO,SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA,N,NÃO DIVULGÁVEL,14789
GUILHERME LANDIM,PDT,Esquerda,CE,MASCULINO,BRANCA,37.0,1035748.0,BENS_G1,SUPERIOR COMPLETO,MÉDICO,S,NÃO DIVULGÁVEL,12114
MARCOS OLIVEIRA,PL,Direita,SE,MASCULINO,PARDA,33.0,25000.0,BENS_G4,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,22444
CABO NEYLA,MDB,Centro,PA,FEMININO,PARDA,39.0,nan,nan,ENSINO MÉDIO COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,15900
DIDI CAMPELLO,SOLIDARIEDADE,Centro,RJ,MASCULINO,PARDA,56.0,nan,nan,LÊ E ESCREVE,OUTROS,N,NÃO DIVULGÁVEL,77277
HAMILTON ROCHA,PSB,Esquerda,GO,MASCULINO,BRANCA,56.0,245000.0,BENS_G3,SUPERIOR COMPLETO,SERVIDOR PÚBLICO MUNICIPAL,N,NÃO DIVULGÁVEL,40333
DAVI PEREIRA,PMN,Esquerda,MG,MASCULINO,PRETA,58.0,nan,nan,SUPERIOR COMPLETO,JORNALISTA E REDATOR,N,NÃO DIVULGÁVEL,33444
DÉBORA TANO,NOVO,Direita,MG,FEMININO,BRANCA,40.0,nan,nan,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,30010
NADJÂNIA GOMES,PL,Direita,PE,FEMININO,PARDA,53.0,146983.0,BENS_G3,SUPERIOR COMPLETO,ARQUITETO,N,NÃO DIVULGÁVEL,22212
ALEXANDRA,PC do B,Esquerda,RO,FEMININO,BRANCA,23.0,nan,nan,ENSINO MÉDIO COMPLETO,COBRADOR DE TRANSPORTE COLETIVO,N,NÃO DIVULGÁVEL,65123
SYLLAS VALADÃO,PTB,Direita,MG,MASCULINO,PRETA,48.0,61200.0,BENS_G4,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,14003
TAVEIRA JR,UNIÃO,Direita,RN,MASCULINO,PARDA,40.0,70000.0,BENS_G4,SUPERIOR INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,44100
ZÓIO,PV,Esquerda,PR,MASCULINO,BRANCA,48.0,3280000.0,BENS_G1,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,43500
DELEGADO JOÃO GOULART,PL,Direita,RS,MASCULINO,BRANCA,64.0,158020.0,BENS_G3,SUPERIOR COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,22580
LEKA DA LOGÍSTICA,PMN,Esquerda,CE,FEMININO,PARDA,37.0,157000.0,BENS_G3,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,33323
IRMÃ ALDIENE,PMB,Direita,PE,FEMININO,BRANCA,52.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,35021
THIAGO LIMA,PSC,Direita,GO,MASCULINO,PARDA,31.0,nan,nan,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,20000
JUERCIO,NOVO,Direita,MG,MASCULINO,BRANCA,78.0,1188000.0,BENS_G1,SUPERIOR COMPLETO,CONTADOR,N,NÃO DIVULGÁVEL,30777
CHIRLEY PANKARÁ,PSOL,Esquerda,SP,FEMININO,INDÍGENA,48.0,393978.0,BENS_G2,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,50522
LUIS BARRETO,PMB,Direita,SP,MASCULINO,BRANCA,66.0,nan,nan,ENSINO MÉDIO COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,35221
SHEYLON RAMOS,PSB,Esquerda,MA,MASCULINO,PARDA,47.0,220000.0,BENS_G3,ENSINO MÉDIO COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,40147
MICHELE VICTÓRIO,PSB,Esquerda,ES,FEMININO,BRANCA,45.0,nan,nan,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,40165
ELIZETE MOTA,PSDB,Centro,MG,FEMININO,PARDA,57.0,nan,nan,ENSINO MÉDIO COMPLETO,ARTESÃO,N,NÃO DIVULGÁVEL,45127
PROFESSORA JANETE,PSB,Esquerda,RS,FEMININO,BRANCA,52.0,1.0,BENS_G4,SUPERIOR COMPLETO,PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS,N,NÃO DIVULGÁVEL,40500
CLEOMAR BUENO DA ROCHA,PL,Direita,PR,MASCULINO,BRANCA,49.0,nan,nan,SUPERIOR INCOMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,22580
DRA JESSICA MIRANDA,AGIR,Direita,RJ,FEMININO,BRANCA,30.0,nan,nan,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,36001
SGT AQUICILEY F. ADÃO DO CAMPO,REPUBLICANOS,Direita,RJ,MASCULINO,PARDA,40.0,nan,nan,SUPERIOR COMPLETO,MEMBRO DAS FORÇAS ARMADAS,N,NÃO DIVULGÁVEL,10134
POLLYANA DIAS,PSB,Esquerda,PE,FEMININO,AMARELA,43.0,130398.0,BENS_G3,ENSINO MÉDIO COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,40222
DR HERALDO CERQUEIRA,PSD,Direita,TO,MASCULINO,BRANCA,70.0,21000000.0,BENS_G1,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,55001
PATRÍCIA BEZERRA,PSDB,Centro,SP,FEMININO,BRANCA,51.0,623736.0,BENS_G2,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,45180
DR. CARNEIRO,AGIR,Direita,SP,MASCULINO,PARDA,45.0,nan,nan,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,36151
LEANDRO CANAÃ,AVANTE,Centro,SP,MASCULINO,PARDA,44.0,nan,nan,ENSINO MÉDIO COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,70007
PAULO PARÁ,PL,Direita,PA,MASCULINO,PARDA,53.0,300000.0,BENS_G2,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,22900
WILLIAM GALLO,SOLIDARIEDADE,Centro,SP,MASCULINO,PARDA,44.0,200000.0,BENS_G3,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,77345
BIBI COELHO,PSC,Direita,RO,MASCULINO,PARDA,64.0,800000.0,BENS_G1,ENSINO MÉDIO COMPLETO,JORNALISTA E REDATOR,N,NÃO DIVULGÁVEL,20444
MESTRE HULK,PP,Direita,RJ,MASCULINO,PARDA,60.0,nan,nan,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,N,NÃO DIVULGÁVEL,11236
MARCO VIVACQUA,PODE,Direita,ES,MASCULINO,BRANCA,56.0,3019536.0,BENS_G1,SUPERIOR COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,19234
CARLOS NENÉM,PSDB,Centro,RJ,MASCULINO,PARDA,55.0,100000.0,BENS_G3,ENSINO MÉDIO COMPLETO,TAXISTA,N,NÃO DIVULGÁVEL,45999
ROMILDO ANTONIO,PT,Esquerda,SP,MASCULINO,PARDA,48.0,34239.0,BENS_G4,ENSINO MÉDIO COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,13301
DA LUZ,PDT,Esquerda,SE,MASCULINO,BRANCA,46.0,423831.0,BENS_G2,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,12555
SANDRO DA SAÚDE,PRTB,Direita,RJ,MASCULINO,PRETA,53.0,nan,nan,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,28078
ADELMO STO AMARO,REPUBLICANOS,Direita,PE,MASCULINO,PRETA,38.0,12800.0,BENS_G4,SUPERIOR INCOMPLETO,SERVIDOR PÚBLICO MUNICIPAL,N,NÃO DIVULGÁVEL,10110
ENFERMEIRO YURI,PSD,Direita,RR,MASCULINO,PARDA,31.0,645000.0,BENS_G2,SUPERIOR COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,55444
RONALDO TANNUS,DC,Direita,MG,MASCULINO,BRANCA,40.0,77301.0,BENS_G4,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,27000
DRA JANETE RODRIGUES,CIDADANIA,Esquerda,ES,FEMININO,PRETA,46.0,185000.0,BENS_G3,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,23777
FABRÍCIO GANDINI,CIDADANIA,Esquerda,ES,MASCULINO,BRANCA,43.0,696734.0,BENS_G2,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,23123
PROFESSOR DOUGLAS,PDT,Esquerda,MS,MASCULINO,PRETA,39.0,nan,nan,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,N,NÃO DIVULGÁVEL,12812
PROFESSOR TIAGO SILVA,REDE,Esquerda,PR,MASCULINO,BRANCA,35.0,260000.0,BENS_G3,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,18000
GRAÇA SANTOS,PSC,Direita,PA,FEMININO,BRANCA,54.0,497904.0,BENS_G2,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,20321
SÉRGIO URT,PT,Esquerda,PE,MASCULINO,BRANCA,50.0,nan,nan,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,13500
REGINALDO NENÊ,PSDB,Centro,MS,MASCULINO,PRETA,55.0,238500.0,BENS_G3,SUPERIOR COMPLETO,PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL,N,NÃO DIVULGÁVEL,45333
GAUCHO DA SAUDE,PATRIOTA,Direita,RS,MASCULINO,BRANCA,32.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,51007
JOÃO SALAME,PSB,Esquerda,PA,MASCULINO,BRANCA,60.0,1730185.0,BENS_G1,SUPERIOR COMPLETO,JORNALISTA E REDATOR,N,NÃO DIVULGÁVEL,40150
DIEGO TWO,PATRIOTA,Direita,MA,MASCULINO,PARDA,45.0,nan,nan,ENSINO FUNDAMENTAL COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,51100
DÉBORA MARCONDES,PSDB,Centro,SP,FEMININO,BRANCA,37.0,90000.0,BENS_G3,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,45500
VIANEY DO VALE,PSDB,Centro,CE,MASCULINO,PARDA,43.0,170000.0,BENS_G3,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,45555
MARINA CABELEREIRA,PT,Esquerda,MA,FEMININO,PARDA,56.0,150000.0,BENS_G3,ENSINO MÉDIO COMPLETO,CABELEIREIRO E BARBEIRO,N,NÃO DIVULGÁVEL,13555
LENINHA GOMES,PSB,Esquerda,GO,FEMININO,BRANCA,44.0,nan,nan,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,40017
ROSIMEIRY ARAUJO,UNIÃO,Direita,AC,FEMININO,PARDA,37.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,44012
EWERTON CONTE,PL,Direita,PA,MASCULINO,PARDA,38.0,nan,nan,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,22345
ALEXANDRE RIGHY,PSOL,Esquerda,GO,MASCULINO,BRANCA,40.0,111300.0,BENS_G3,SUPERIOR COMPLETO,SERVIDOR PÚBLICO MUNICIPAL,N,NÃO DIVULGÁVEL,50420
PAULINHO COUTINHO,SOLIDARIEDADE,Centro,RS,MASCULINO,PRETA,57.0,nan,nan,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,77770
CLAYTON COSTA ,CIDADANIA,Esquerda,BA,MASCULINO,PARDA,63.0,105000.0,BENS_G3,SUPERIOR INCOMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,23059
SANDRO MACEDO,PMB,Direita,GO,MASCULINO,BRANCA,56.0,nan,nan,ENSINO MÉDIO INCOMPLETO,MOTORISTA PARTICULAR,N,NÃO DIVULGÁVEL,35011
AS MARAJOARAS ROSE FRANCIS LAU,PSB,Esquerda,PA,FEMININO,PRETA,54.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,40013
CORONEL ALBERTO FEITOSA,PL,Direita,PE,MASCULINO,BRANCA,60.0,2461867.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,22222
ZÉ AUGUSTO,PSD,Direita,AC,MASCULINO,PARDA,56.0,nan,nan,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,55456
LEONARDO TATIM,PL,Direita,SC,MASCULINO,PARDA,51.0,1386554.0,BENS_G1,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,22111
WANIA PINHEIRO,PL,Direita,AC,FEMININO,PARDA,57.0,898875.0,BENS_G1,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,22222
LUZIA LIMA BLOGUEIRA DO SERTÃO,UNIÃO,Direita,SE,FEMININO,PARDA,23.0,nan,nan,ENSINO MÉDIO INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,44180
BETO SILVA,PODE,Direita,RS,MASCULINO,BRANCA,41.0,94292.0,BENS_G3,LÊ E ESCREVE,MOTORISTA PARTICULAR,N,NÃO DIVULGÁVEL,19888
PASTOR OSVALDO OLIVEIRA,PTB,Direita,RS,MASCULINO,BRANCA,61.0,nan,nan,ENSINO MÉDIO COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,14500
TENENTE GASPAR,AVANTE,Centro,PA,MASCULINO,PARDA,48.0,107800.0,BENS_G3,SUPERIOR COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,70007
B UM TORRES,AGIR,Direita,RJ,MASCULINO,BRANCA,41.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,36362
JUSCELINO MARRECA,PATRIOTA,Direita,MA,MASCULINO,BRANCA,34.0,338000.0,BENS_G2,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,51444
CORONEL MÉDICO ÁLVARO MIRANDA,PATRIOTA,Direita,PE,MASCULINO,PARDA,56.0,1070000.0,BENS_G1,ENSINO MÉDIO COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,51510
EDNA SAMPAIO,PT,Esquerda,MT,FEMININO,PRETA,55.0,900000.0,BENS_G1,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,13131
VALDIR BARRANCO,PT,Esquerda,MT,MASCULINO,BRANCA,47.0,391446.0,BENS_G2,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,13123
KINHO CORREA,REPUBLICANOS,Direita,RR,MASCULINO,PARDA,46.0,10000.0,BENS_G4,ENSINO MÉDIO COMPLETO,ESCRITOR E CRÍTICO,N,NÃO DIVULGÁVEL,10125
MARQUINHO LEMOS,PT,Esquerda,MG,MASCULINO,PARDA,63.0,1742000.0,BENS_G1,SUPERIOR COMPLETO,COMERCIANTE,S,NÃO DIVULGÁVEL,13139
ADRIANO COELHO,PDT,Esquerda,PA,MASCULINO,PARDA,34.0,7307631.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,12000
ISRAEL RAMOS,PSC,Direita,BA,MASCULINO,PARDA,71.0,205000.0,BENS_G3,SUPERIOR INCOMPLETO,PRODUTOR AGROPECUÁRIO,N,NÃO DIVULGÁVEL,20651
FABIO DOS SANTOS LIMA,PP,Direita,BA,MASCULINO,PARDA,42.0,nan,nan,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,11345
ANDREIA XARÃO,MDB,Centro,PA,FEMININO,PARDA,47.0,5000.0,BENS_G4,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,15123
